AD 8_1_plus_1_9,hint,1,1,1,AD JCommTable8.R0C0
AD 8_1_plus_1_9,hint,1,1,1,AD JCommTable4.R1C0
AD 8_1_plus_1_9,hint,1,1,1,AD JCommTable4.R0C0
AD 8_1_plus_1_9,hint,1,1,1,AD JCommTable5.R1C0
AD 8_1_plus_1_9,hint,1,1,1,AD JCommTable5.R0C0
AD 8_1_plus_1_9,hint,1,1,1,AD JCommTable6.R1C0
AD 8_1_plus_1_9,hint,1,1,1,AD JCommTable6.R0C0
AD 8_1_plus_1_9,hint,0,1,1,AD done
AD 3_4_plus_2_6,incorrect,3,1,1,AD done
AD 3_4_plus_2_6,correct,0,1,0,AD JCommTable8.R0C0
AD 3_4_plus_2_6,incorrect,2,1,1,AD JCommTable6.R1C0
AD 3_4_plus_2_6,incorrect,3,1,1,AD JCommTable6.R0C0
AD 3_4_plus_2_6,incorrect,2,1,1,AD JCommTable4.R1C0
AD 3_4_plus_2_6,incorrect,3,1,1,AD JCommTable5.R0C0
AD 3_4_plus_2_6,incorrect,1,1,1,AD JCommTable4.R0C0
AD 3_4_plus_2_6,incorrect,2,1,1,AD JCommTable5.R1C0
AD 2_10_plus_7_5,correct,0,1,0,AD JCommTable8.R0C0
AD 2_10_plus_7_5,correct,0,1,0,AD JCommTable4.R1C0
AD 2_10_plus_7_5,correct,1,1,0,AD JCommTable4.R0C0
AD 2_10_plus_7_5,incorrect,2,1,1,AD JCommTable6.R0C0
AD 2_10_plus_7_5,incorrect,1,1,1,AD JCommTable5.R0C0
AD 2_10_plus_7_5,incorrect,2,1,0,AD JCommTable6.R1C0
AD 2_10_plus_7_5,correct,0,1,0,AD JCommTable5.R1C0
AD 2_10_plus_7_5,correct,0,1,0,AD done
AD 8_3_plus_4_4,correct,0,1,0,AD JCommTable8.R0C0
AD 8_3_plus_4_4,correct,0,1,0,AD JCommTable4.R1C0
AD 8_3_plus_4_4,correct,0,1,0,AD JCommTable4.R0C0
AD 8_3_plus_4_4,correct,0,1,0,AD JCommTable5.R1C0
AD 8_3_plus_4_4,correct,0,1,0,AD JCommTable5.R0C0
AD 8_3_plus_4_4,correct,0,1,0,AD JCommTable6.R1C0
AD 8_3_plus_4_4,correct,0,1,0,AD JCommTable6.R0C0
AD 8_3_plus_4_4,correct,0,1,0,AD done
AS 9_7_plus_9_7,incorrect,1,0,0,AS JCommTable8.R0C0
AS 9_7_plus_9_7,incorrect,2,0,0,AS JCommTable4.R1C0
AS 9_7_plus_9_7,hint,1,1,1,AS JCommTable6.R1C0
AS 9_7_plus_9_7,hint,1,1,1,AS JCommTable6.R0C0
AS 9_7_plus_9_7,correct,0,1,0,AS done
M 1_5_times_9_9,incorrect,1,0,0,M  JCommTable8.R0C0
M 1_5_times_9_9,incorrect,4,1,1,M  JCommTable6.R0C0
M 1_5_times_9_9,incorrect,2,1,1,M  JCommTable6.R1C0
M 1_5_times_9_9,incorrect,1,0,0,M  JCommTable4.R1C0
M 1_5_times_9_9,incorrect,1,1,1,M  done
AS 5_3_plus_6_3,incorrect,1,0,0,AS JCommTable4.R1C0
AS 5_3_plus_6_3,incorrect,1,0,0,AS JCommTable8.R0C0
AS 5_3_plus_6_3,incorrect,2,1,0,AS JCommTable6.R1C0
AS 5_3_plus_6_3,incorrect,1,1,0,AS JCommTable6.R0C0
AS 5_3_plus_6_3,correct,0,1,0,AS done
AD 10_7_plus_6_3,incorrect,1,1,0,AD JCommTable6.R1C0
AD 10_7_plus_6_3,hint,1,1,1,AD JCommTable8.R0C0
AD 10_7_plus_6_3,correct,0,1,0,AD JCommTable4.R1C0
AD 10_7_plus_6_3,correct,0,1,0,AD JCommTable4.R0C0
AD 10_7_plus_6_3,correct,0,1,0,AD JCommTable5.R1C0
AD 10_7_plus_6_3,correct,0,1,0,AD JCommTable5.R0C0
AD 10_7_plus_6_3,correct,1,1,0,AD JCommTable6.R0C0
AD 10_7_plus_6_3,correct,0,1,0,AD done
M 10_2_times_8_10,incorrect,1,0,0,M  JCommTable8.R0C0
M 10_2_times_8_10,incorrect,2,1,1,M  JCommTable6.R0C0
M 10_2_times_8_10,hint,1,1,1,M  JCommTable6.R1C0
M 10_2_times_8_10,correct,0,1,0,M  done
M 3_7_times_3_2,incorrect,2,1,1,M  JCommTable6.R0C0
M 3_7_times_3_2,incorrect,2,1,1,M  JCommTable6.R1C0
M 3_7_times_3_2,correct,0,1,0,M  done
AS 2_7_plus_1_7,incorrect,1,1,0,AS JCommTable6.R0C0
AS 2_7_plus_1_7,incorrect,1,1,0,AS JCommTable6.R1C0
AS 2_7_plus_1_7,correct,0,1,0,AS done
AD 1_6_plus_2_6,incorrect,2,1,0,AD JCommTable6.R1C0
AD 1_6_plus_2_6,incorrect,2,1,0,AD JCommTable6.R0C0
AD 1_6_plus_2_6,hint,1,1,1,AD JCommTable8.R0C0
AD 1_6_plus_2_6,correct,1,1,0,AD JCommTable4.R1C0
AD 1_6_plus_2_6,correct,0,1,0,AD JCommTable4.R0C0
AD 1_6_plus_2_6,correct,0,1,0,AD JCommTable5.R1C0
AD 1_6_plus_2_6,correct,0,1,0,AD JCommTable5.R0C0
AD 1_6_plus_2_6,correct,0,1,0,AD done
AD 7_6_plus_10_6,correct,0,1,0,AD JCommTable8.R0C0
AD 7_6_plus_10_6,correct,0,1,0,AD JCommTable4.R1C0
AD 7_6_plus_10_6,correct,0,1,0,AD JCommTable4.R0C0
AD 7_6_plus_10_6,correct,0,1,0,AD JCommTable5.R1C0
AD 7_6_plus_10_6,correct,1,1,0,AD JCommTable5.R0C0
AD 7_6_plus_10_6,correct,0,1,0,AD JCommTable6.R0C0
AD 7_6_plus_10_6,correct,0,1,0,AD JCommTable6.R1C0
AD 7_6_plus_10_6,correct,0,1,0,AD done
AD 10_7_plus_2_9,correct,0,1,0,AD JCommTable8.R0C0
AD 10_7_plus_2_9,correct,0,1,0,AD JCommTable4.R1C0
AD 10_7_plus_2_9,correct,0,1,0,AD JCommTable4.R0C0
AD 10_7_plus_2_9,correct,0,1,0,AD JCommTable5.R1C0
AD 10_7_plus_2_9,correct,0,1,0,AD JCommTable5.R0C0
AD 10_7_plus_2_9,correct,1,1,0,AD JCommTable6.R1C0
AD 10_7_plus_2_9,correct,0,1,0,AD JCommTable6.R0C0
AD 10_7_plus_2_9,correct,0,1,0,AD done
M 7_8_times_8_10,correct,0,1,0,M  JCommTable6.R1C0
M 7_8_times_8_10,incorrect,3,1,1,M  JCommTable6.R0C0
M 7_8_times_8_10,correct,0,1,0,M  done
M 5_3_times_8_10,correct,0,1,0,M  JCommTable6.R1C0
M 5_3_times_8_10,correct,0,1,0,M  JCommTable6.R0C0
