Anon Student Id	Session Id	Transaction Id	Time	Time Zone	Student Response Type	Tutor Response Type	Level (Domain)	Problem Name	Problem Start Time	Step Name	Selection	Action	Input	Feedback Text	Outcome	CF (Problem Context)	KC (Single-KC)	KC (Selected)	KC (ptype_selection)
Default BKT Controller(1)	c52c0729-bb0a-065b-b0dc-98a05c3e3b61	f2617fbe-1034-be64-03d0-a1c78316a9ce	1/1/1970 0:00	Eastern Standard Time		HINT_MSG	fraction_arithmetic	AD 8_1_plus_1_9	1/1/1970 0:00	JCommTable6.R1C0				Please enter '6' in the highlighted cell.	HINT		Single-KC	JCommTable6.R1C0	AD JCommTable6.R1C0
Default BKT Controller(1)	c52c0729-bb0a-065b-b0dc-98a05c3e3b61	f75d04b7-e181-151c-9720-68cd3fe64d15	1/1/1970 0:00	Eastern Standard Time	ATTEMPT	RESULT	fraction_arithmetic	AD 8_1_plus_1_9	1/1/1970 0:00	JCommTable6.R1C0	JCommTable6.R1C0	UpdateTextArea	9		CORRECT		Single-KC	JCommTable6.R1C0	AD JCommTable6.R1C0
Default BKT Controller(1)	c52c0729-bb0a-065b-b0dc-98a05c3e3b61	e58a03a5-dcd5-b1d7-de32-53be99fabf42	1/1/1970 0:00	Eastern Standard Time	ATTEMPT	RESULT	fraction_arithmetic	AD 8_1_plus_1_9	1/1/1970 0:00	JCommTable6.R1C0	JCommTable6.R1C0	UpdateTextArea	9	"Instead of the step you are working on, please work on the highlighted step."	INCORRECT		Single-KC	JCommTable6.R1C0	AD JCommTable6.R1C0
Default BKT Controller(1)	c52c0729-bb0a-065b-b0dc-98a05c3e3b61	886ce98b-b9ca-9a78-bc60-0885425575fc	1/1/1970 0:00	Eastern Standard Time	ATTEMPT	RESULT	fraction_arithmetic	AD 3_4_plus_2_6	1/1/1970 0:00	JCommTable6.R1C0	JCommTable6.R1C0	UpdateTextArea			INCORRECT		Single-KC	JCommTable6.R1C0	AD JCommTable6.R1C0
Default BKT Controller(1)	c52c0729-bb0a-065b-b0dc-98a05c3e3b61	7d9b285b-6bf9-d172-dd88-787bc7c811c9	1/1/1970 0:01	Eastern Standard Time		HINT_MSG	fraction_arithmetic	AD 3_4_plus_2_6	1/1/1970 0:00	JCommTable6.R1C0				Please enter '6' in the highlighted cell.	HINT		Single-KC	JCommTable6.R1C0	AD JCommTable6.R1C0
Default BKT Controller(1)	c52c0729-bb0a-065b-b0dc-98a05c3e3b61	681377fa-fe55-0e23-41d4-1c7c21ec833b	1/1/1970 0:01	Eastern Standard Time	ATTEMPT	RESULT	fraction_arithmetic	AD 3_4_plus_2_6	1/1/1970 0:00	JCommTable6.R1C0	JCommTable6.R1C0	UpdateTextArea	24		CORRECT		Single-KC	JCommTable6.R1C0	AD JCommTable6.R1C0
Default BKT Controller(1)	c52c0729-bb0a-065b-b0dc-98a05c3e3b61	12881a18-0102-83ba-3382-b2695e67a725	1/1/1970 0:01	Eastern Standard Time	ATTEMPT	RESULT	fraction_arithmetic	AD 3_4_plus_2_6	1/1/1970 0:00	JCommTable6.R1C0	JCommTable6.R1C0	UpdateTextArea	24	"Instead of the step you are working on, please work on the highlighted step."	INCORRECT		Single-KC	JCommTable6.R1C0	AD JCommTable6.R1C0
Default BKT Controller(1)	c52c0729-bb0a-065b-b0dc-98a05c3e3b61	0595aafd-e5ee-86d6-9470-827adf2dffba	1/1/1970 0:01	Eastern Standard Time	ATTEMPT	RESULT	fraction_arithmetic	AD 2_10_plus_7_5	1/1/1970 0:01	JCommTable6.R1C0	JCommTable6.R1C0	UpdateTextArea			INCORRECT		Single-KC	JCommTable6.R1C0	AD JCommTable6.R1C0
Default BKT Controller(1)	c52c0729-bb0a-065b-b0dc-98a05c3e3b61	2c4ac1db-bd75-dfb1-349e-eb7e8440a556	1/1/1970 0:01	Eastern Standard Time	ATTEMPT	RESULT	fraction_arithmetic	AD 2_10_plus_7_5	1/1/1970 0:01	JCommTable6.R1C0	JCommTable6.R1C0	UpdateTextArea	50	"Instead of the step you are working on, please work on the highlighted step."	INCORRECT		Single-KC	JCommTable6.R1C0	AD JCommTable6.R1C0
Default BKT Controller(1)	c52c0729-bb0a-065b-b0dc-98a05c3e3b61	d48408eb-6b78-5c3f-3765-e7cdb25c9892	1/1/1970 0:02	Eastern Standard Time	ATTEMPT	RESULT	fraction_arithmetic	AD 2_10_plus_7_5	1/1/1970 0:01	JCommTable6.R1C0	JCommTable6.R1C0	UpdateTextArea	50		CORRECT		Single-KC	JCommTable6.R1C0	AD JCommTable6.R1C0
