Anon Student Id	Session Id	Transaction Id	Time	Time Zone	Student Response Type	Tutor Response Type	Level (Domain)	Problem Name	Problem Start Time	Step Name	Selection	Action	Input	Feedback Text	Outcome	CF (Problem Context)	KC (Single-KC)	KC (Selected)	KC (ptype_selection)
BKT Controller_human(1)	9db4eae9-261c-5985-f15e-868c9993f406	cdf7ce47-9aa8-ce2f-ad68-fc28535ad732	1/1/1970 0:00	Eastern Standard Time		HINT_MSG	fraction_arithmetic	AD 1_4_plus_3_3	1/1/1970 0:00	JCommTable8.R0C0				Please enter 'x' in the highlighted cell.	HINT		Single-KC	JCommTable8.R0C0	AD JCommTable8.R0C0
BKT Controller_human(1)	9db4eae9-261c-5985-f15e-868c9993f406	15c6eaf7-bd90-c1e4-72c8-e125a53edb24	1/1/1970 0:00	Eastern Standard Time	ATTEMPT	RESULT	fraction_arithmetic	AD 1_4_plus_3_3	1/1/1970 0:00	JCommTable8.R0C0	JCommTable8.R0C0	UpdateTextArea	x		CORRECT		Single-KC	JCommTable8.R0C0	AD JCommTable8.R0C0
BKT Controller_human(1)	9db4eae9-261c-5985-f15e-868c9993f406	e218efa1-f030-4134-0e6d-24b38ce93150	1/1/1970 0:00	Eastern Standard Time	ATTEMPT	RESULT	fraction_arithmetic	AD 1_4_plus_3_3	1/1/1970 0:00	JCommTable8.R0C0	JCommTable8.R0C0	UpdateTextArea	x		INCORRECT		Single-KC	JCommTable8.R0C0	AD JCommTable8.R0C0
BKT Controller_human(1)	9db4eae9-261c-5985-f15e-868c9993f406	225286d3-0202-ed3a-4087-25a0b07a7cee	1/1/1970 0:00	Eastern Standard Time		HINT_MSG	fraction_arithmetic	AD 1_4_plus_3_3	1/1/1970 0:00	JCommTable4.R1C0				Please enter '6' in the highlighted cell.	HINT		Single-KC	JCommTable4.R1C0	AD JCommTable4.R1C0
BKT Controller_human(1)	9db4eae9-261c-5985-f15e-868c9993f406	064fc1b1-a113-b33b-046e-54baa53a0035	1/1/1970 0:00	Eastern Standard Time	ATTEMPT	RESULT	fraction_arithmetic	AD 1_4_plus_3_3	1/1/1970 0:00	JCommTable4.R1C0	JCommTable4.R1C0	UpdateTextArea	12		CORRECT		Single-KC	JCommTable4.R1C0	AD JCommTable4.R1C0
BKT Controller_human(1)	9db4eae9-261c-5985-f15e-868c9993f406	66834e4f-073d-f32e-bc12-e4caf24f573d	1/1/1970 0:00	Eastern Standard Time	ATTEMPT	RESULT	fraction_arithmetic	AD 1_4_plus_3_3	1/1/1970 0:00	JCommTable4.R1C0	JCommTable4.R1C0	UpdateTextArea	12		INCORRECT		Single-KC	JCommTable4.R1C0	AD JCommTable4.R1C0
BKT Controller_human(1)	9db4eae9-261c-5985-f15e-868c9993f406	80247b0d-e93b-9a2b-2d71-fbe561e539d4	1/1/1970 0:00	Eastern Standard Time		HINT_MSG	fraction_arithmetic	AD 1_4_plus_3_3	1/1/1970 0:00	JCommTable4.R0C0				Please enter '3' in the highlighted cell.	HINT		Single-KC	JCommTable4.R0C0	AD JCommTable4.R0C0
BKT Controller_human(1)	9db4eae9-261c-5985-f15e-868c9993f406	3b6deadb-b9e7-2c05-f593-6819324271a1	1/1/1970 0:00	Eastern Standard Time	ATTEMPT	RESULT	fraction_arithmetic	AD 1_4_plus_3_3	1/1/1970 0:00	JCommTable4.R0C0	JCommTable4.R0C0	UpdateTextArea	3		CORRECT		Single-KC	JCommTable4.R0C0	AD JCommTable4.R0C0
BKT Controller_human(1)	9db4eae9-261c-5985-f15e-868c9993f406	7fb0465c-9e7c-3fdf-3510-fcea56b40a6b	1/1/1970 0:00	Eastern Standard Time	ATTEMPT	RESULT	fraction_arithmetic	AD 1_4_plus_3_3	1/1/1970 0:00	JCommTable4.R0C0	JCommTable4.R0C0	UpdateTextArea	3	"Instead of the step you are working on, please work on the highlighted step."	INCORRECT		Single-KC	JCommTable4.R0C0	AD JCommTable4.R0C0
BKT Controller_human(1)	9db4eae9-261c-5985-f15e-868c9993f406	19dfe50f-8082-4537-3e65-e9073972c429	1/1/1970 0:00	Eastern Standard Time		HINT_MSG	fraction_arithmetic	AD 1_4_plus_3_3	1/1/1970 0:00	JCommTable5.R1C0				Please enter '6' in the highlighted cell.	HINT		Single-KC	JCommTable5.R1C0	AD JCommTable5.R1C0
BKT Controller_human(1)	9db4eae9-261c-5985-f15e-868c9993f406	2ad9789a-7e56-2d39-b185-5f3f5c50d78a	1/1/1970 0:00	Eastern Standard Time	ATTEMPT	RESULT	fraction_arithmetic	AD 1_4_plus_3_3	1/1/1970 0:00	JCommTable5.R1C0	JCommTable5.R1C0	UpdateTextArea	12		CORRECT		Single-KC	JCommTable5.R1C0	AD JCommTable5.R1C0
BKT Controller_human(1)	9db4eae9-261c-5985-f15e-868c9993f406	dbf6b351-2f1a-3c43-5896-205a1c61c1b4	1/1/1970 0:00	Eastern Standard Time	ATTEMPT	RESULT	fraction_arithmetic	AD 1_4_plus_3_3	1/1/1970 0:00	JCommTable5.R1C0	JCommTable5.R1C0	UpdateTextArea	12	"Instead of the step you are working on, please work on the highlighted step."	INCORRECT		Single-KC	JCommTable5.R1C0	AD JCommTable5.R1C0
BKT Controller_human(1)	9db4eae9-261c-5985-f15e-868c9993f406	32598459-8444-03e0-19e8-d5f64555a516	1/1/1970 0:00	Eastern Standard Time		HINT_MSG	fraction_arithmetic	AD 1_4_plus_3_3	1/1/1970 0:00	JCommTable5.R0C0				Please enter '4' in the highlighted cell.	HINT		Single-KC	JCommTable5.R0C0	AD JCommTable5.R0C0
BKT Controller_human(1)	9db4eae9-261c-5985-f15e-868c9993f406	9a03a963-ff2f-02bb-b23c-4fed511eac87	1/1/1970 0:00	Eastern Standard Time	ATTEMPT	RESULT	fraction_arithmetic	AD 1_4_plus_3_3	1/1/1970 0:00	JCommTable5.R0C0	JCommTable5.R0C0	UpdateTextArea	12		CORRECT		Single-KC	JCommTable5.R0C0	AD JCommTable5.R0C0
BKT Controller_human(1)	9db4eae9-261c-5985-f15e-868c9993f406	76307281-5b20-855d-e2ca-dbec415ddce5	1/1/1970 0:00	Eastern Standard Time	ATTEMPT	RESULT	fraction_arithmetic	AD 1_4_plus_3_3	1/1/1970 0:00	JCommTable5.R0C0	JCommTable5.R0C0	UpdateTextArea	12		INCORRECT		Single-KC	JCommTable5.R0C0	AD JCommTable5.R0C0
BKT Controller_human(1)	9db4eae9-261c-5985-f15e-868c9993f406	0e88e6c6-9a91-fca1-a7a9-a0a11c9d46e7	1/1/1970 0:00	Eastern Standard Time		HINT_MSG	fraction_arithmetic	AD 1_4_plus_3_3	1/1/1970 0:00	JCommTable6.R1C0				Please enter '6' in the highlighted cell.	HINT		Single-KC	JCommTable6.R1C0	AD JCommTable6.R1C0
